PHIL,NA,H and she was saying well this is a great piece and this is this H Well
BRAD,NA,Yeah
PHIL,NA,you know I didn't wanna embarrass her
BRAD,NA,She shouldn't X have done that X
PHIL,NA,and I didn't wanna do anything
BRAD,NA,I know
PHIL,NA,But I just saw H people kinda going
BRAD,NA,That was out Yeah
PHIL,NA,You know
BRAD,NA,Yeah
PHIL,NA,And H
BRAD,NA,That's true She shouldn't've been in on that X at all X>
BRAD,NA,She shouldn't've been you know cause that's not part of her capacity she's not on that committee
BRAD,NA,Mhm Mhm
PHIL,NA,you know and if she wants H you know basically the thing is you know if she wanted to be a board person
BRAD,NA,Mhm
PHIL,NA,That's fine I mean let's look into b pursuing that
BRAD,NA,Right Right
PHIL,NA,H But see I'm afraid we're gonna lose Jim because of that he feels there's a conflict And uh it's definitely gonna happen
BRAD,NA,H I mean he says There's no question about it we've talked
PHIL,NA,Yeah and maybe it's right Maybe it s it is gonna be right
BRAD,NA,Yeah
PHIL,NA,You know
BRAD,NA,H Well he d I mean he doesn't seem to you've talked to him and I've talked to him and
PHIL,NA,H Well he seems to be
BRAD,NA,I mean he says mayb you know after the board retreat now
PHIL,NA,Yeah
BRAD,NA,But not
PHIL,NA,H Well I a
BRAD,NA,X you know X
PHIL,NA,I wanted him I said I want you to stay through the board retreat
BRAD,NA,Yeah
PHIL,NA,I says and the reason is because I said we need people who know H I said right now we have You know four new board members Or five
BRAD,NA,Yeah
PHIL,NA,You know
BRAD,NA,Yeah
PHIL,NA,Four whatever
BRAD,NA,Four new board yeah
PHIL,NA,H And we're at this point of saying okay Uh H Hx All of a sudden H we have t all these you know questions to answer
BRAD,NA,Mhm
PHIL,NA,You know we have all these things that we have to do
BRAD,NA,Mhm
PHIL,NA,and we have H this commitment of time Uh and but they don't know everything that's gone on in the last years
BRAD,NA,They need to be educated as to
PHIL,NA,H See this
BRAD,NA,no no
PHIL,NA,this retreat that's why you see I think it's important Because I mean I realized that I'd never seen the bylaws since I was on the board until I asked for a copy
BRAD,NA,Mhm Mhm Right Yeah H Now what I what I have done though is to you know any new board member that jumps on I send them
PHIL,NA,Good
BRAD,NA,copies of the
PHIL,NA,H because I wanna
BRAD,NA,Yeah
PHIL,NA,I wanna get these books
BRAD,NA,but ty typically they no one reads em
PHIL,NA,H Well that's fine
BRAD,NA,H You know But it's At least they've got
PHIL,NA,But I think what I wanna do is I'm gonna I wanna draft a letter
BRAD,NA,Mhm
PHIL,NA,Like I said which
BRAD,NA,Mhm
PHIL,NA, says to them you know this is what we're doing this is the purpose of this retreat
BRAD,NA,Mhm
PHIL,NA,H To new board members and you know board members for a while it was we need to find out what it is we're doing
BRAD,NA,Yeah
PHIL,NA,Whether we're doing something right or not You know
BRAD,NA,Right
PHIL,NA,H
BRAD,NA,Right
PHIL,NA,I think we are B but
BRAD,NA,Oh yeah Sure we are
PHIL,NA,I think H
BRAD,NA,Sure we are
PHIL,NA,the thing is I don't I need to b them to kind of commit To to being responsible
BRAD,NA,Mhm Yeah
PHIL,NA,And uh H I mean I kinda hate to feel like I'm taking charge but th I guess that's what I'm I'm needing to do
BRAD,NA,Well yeah for
PHIL,NA,You know but
BRAD,NA,y y you do and you're
PHIL,NA,H and that's kind of why I'm
BRAD,NA,and you're present
PHIL,NA,I'm going to assign things
BRAD,NA,Unhunh
PHIL,NA,you know at some point we're gonna have committees and we're gonna have H you know
BRAD,NA,Mhm
PHIL,NA,b people that'll be given tasks
BRAD,NA,Yeah
PHIL,NA,You know Specifically
BRAD,NA,Yeah
PHIL,NA,H Like you know I didn't need to do all this calling aro to find a r a r retreat space but I figured if I don't do it
BRAD,NA,That's right
PHIL,NA,H it's gonna fall on you or pat
BRAD,NA,Yeah Of course Yeah
PHIL,NA,You know H
BRAD,NA,And normally that's that's what happens
PHIL,NA,That's okay but
BRAD,NA,I mean uh
PHIL,NA,You know I I'm a I'm a I'm aware of a lot of the things that are going on You know
BRAD,NA,Yeah
PHIL,NA,I know that you're getting ready to leave and Pat's doing things so TSK H I'd better let you go get her
BRAD,NA,Yeah I know Okay
PHIL,NA,And we'll continue this
BRAD,NA,Well yeah There
PHIL,NA,In some manner but we don't have to talk about it at lunch if you don't want But I think
BRAD,NA,No that's fine
PHIL,NA,if we can H
BRAD,NA,That's fine
PHIL,NA,If we can go ahead and carry on
BRAD,NA,Um
PHIL,NA,at some point you and I I think
BRAD,NA,Yeah
PHIL,NA,H Because
BRAD,NA,One thing that comes to mind is is the H well the question of meeting quarterly is that enough Meaning having H you know the
PHIL,NA,It would be enough if committees were to meet
BRAD,NA,uh If committees yeah and that's the
PHIL,NA,but
BRAD,NA,that that's that was Paul's uh desire
PHIL,NA,H TSK And I think
BRAD,NA,was uh
PHIL,NA,that's what we wanna talk ab
BRAD,NA,THROAT
PHIL,NA,we'll talk about that there too And say look
BRAD,NA,Mhm
PHIL,NA,you know is quarterly H you know we would we need to meet every other month
BRAD,NA,Mhm
PHIL,NA,You know do we need t do we need to meet you know H
BRAD,NA,as a full board every oth H w We shouldn't have to
PHIL,NA,We shouldn't
BRAD,NA,If the committees uh
PHIL,NA,H but these committees need to be active
BRAD,NA,function properly
PHIL,NA,and to X do their things X H
BRAD,NA,Right
PHIL,NA,Basically you know the publications committee needs to be more involved than just making decisions on what we publish H
BRAD,NA,Yeah
PHIL,NA,You know
BRAD,NA,Yeah
PHIL,NA,They need to become somewhat self-sufficient Collections committee
BRAD,NA,
PHIL,NA,needs you know I would like to create collections committee to be something where we're almost matching
BRAD,NA,Yeah
PHIL,NA,Funds they can raise maybe
PHIL,NA,Unhunh Yeah
PHIL,NA,You know If they can raise ten grand
BRAD,NA,Well H
PHIL,NA,you know
BRAD,NA,and have some
PHIL,NA,I mean realistically
BRAD,NA,have some incentive
PHIL,NA,H Right
BRAD,NA,For them to yeah
PHIL,NA,So that basically they'd be they'd get to a point of saying
BRAD,NA,Mhm
PHIL,NA,Okay we need to be responsible X with X this so that collections
BRAD,NA,Yeah
PHIL,NA,and publications will be all fund raising too
BRAD,NA,Right
PHIL,NA,H
BRAD,NA,Oh boy Phil that's
PHIL,NA,Yeah it's not gonna be pretty
BRAD,NA,Yeah that's where
PHIL,NA,Because that's Hx
BRAD,NA,You know also we may consider you know we have one board opening And I we may think about Gail
PHIL,NA,H Well Gail is very interested and so is this we met with another person by the name of Bill Ashby
BRAD,NA,Hm Yeah X I know X
PHIL,NA,H Jack and I and Jim met with him
BRAD,NA,Oh you mean his Jack's financial friend that
PHIL,NA,Jack's friend
BRAD,NA,is retired
PHIL,NA,Yeah He's a banker
BRAD,NA,Yeah
PHIL,NA,and he'd be good on one hand But
BRAD,NA,Yeah
PHIL,NA,I would like H ideally XX I'd want em both
BRAD,NA,Yeah Yeah
BRAD,NA,You know And I'm hoping
BRAD,NA,H Yeah I
PHIL,NA,what I'm gonna what I'm anticipating doing is uh this retreat might urge people H to say I'm not interested in doing that much work
BRAD,NA,Yeah And so I'm getting yeah
PHIL,NA,H And it might just f get like Nancy and Kay I mean I like Kay XX
BRAD,NA,TSK H See Nancy was going off She she told me she was going off this year H And she uh
PHIL,NA,H
BRAD,NA,and Kay convinced said well Nancy you can't leave right away and uh H uh she said okay I'll stay another year But I don't know why
PHIL,NA,H
BRAD,NA,You know and and then we can why tha I think that's very important to discuss At the board retreat
PHIL,NA,TSK H I think it is because I mean the thing is that we need to get to a point and the reason we've set terms is because basically people here H
BRAD,NA,Mhm
PHIL,NA,majority of us have been here a long time
BRAD,NA,TSK Yeah That's right
PHIL,NA,You know and there's a point
BRAD,NA,well that's why we have this the term limitation
PHIL,NA,Unhunh
BRAD,NA,XXX H
PHIL,NA,I'm I I'm uh full agreement cause I'm ready You know
BRAD,NA,Yeah
PHIL,NA,H I've agreed to do this term
BRAD,NA,Yeah Mhm
PHIL,NA,but
BRAD,NA,Mhm
PHIL,NA,my feeling is I'm ready for a year off
BRAD,NA,Yeah
PHIL,NA,H You know
BRAD,NA,Mhm
PHIL,NA,and I'll still be volunteering but I really am ready for some time to say
BRAD,NA,Mhm
PHIL,NA,H You know and I wanted Jim to consider being market manager even if he goes off the board
BRAD,NA,Yeah H I know he was wavering a little bit on that whether or not he would volunteer at the marketing center
PHIL,NA,H Yeah I mean there's
BRAD,NA,I've gotta run now
PHIL,NA,Okay j See you Brad
BRAD,NA,Um but the lun uh
PHIL,NA,H We're gonna meet here
BRAD,NA,Oh you're gonna have x
PHIL,NA,so we can d- either swing by for you or we can decide we'll call you
BRAD,NA,Oh so X you're not X
PHIL,NA,when I know what we're doing if you want
BRAD,NA,Okay that'd be great Alright
PHIL,NA,XXX
