ALICE,MT,Like I came over here to work with Danae which is what I'm going to do I'm going to do some translations for her and stuff
MARY,MT,Yeah
ALICE,MT,tonight And um
MARY,MT,DRINK
ALICE,MT,THROAT you know I have to make at least fifty dollars or so
MARY,MT,SWALLOW
ALICE,MT,to make it worth my time but like tonight Hx well I called you know this thing was going on with Buck and everything so I called um Mandy's or I called our house and Mandy answered the phone and I said where's you know where's where Is Ron there And she said no H When we were on our way to Tim's game he was at Town Pump and he asked what time we'd be home and we said probably about nine And she said then we went over to your grandma's but H X then X we came back and he wasn't here yet So I called the Town Pump and asked if he was still in the casino H course he wasn't Hx he was on his way home And I said tell So I called Mandy back and I told her to have him call me when he got home So I was in the bathtub when he called and I talked to him for a while and he went and he was really down about what what I told him that Tim had said to me and how I was so upset He goes Q why didn't you tell him to go and wake me up Q I said I did and he wouldn't do it
MARY,MT,Really
ALICE,MT,Mhm TSK He goes they w they were sitting around getting all fucked up he said but he said I went right to bed he said I didn't get done working until after nine
MARY,MT,TSK Oh man
ALICE,MT,Cause that five-car pile up they had between Hardin and Crow
MARY,MT,Oh shit really I didn't hear about it
ALICE,MT,Yeah Ron was singlehandedly there with one wrecker
MARY,MT,G yeah
ALICE,MT,THROAT
MARY,MT,Seems like any time I've seen a wrecker out here there's always two guys in there
ALICE,MT,Hm-m X everyone was gone when the call came in
MARY,MT,Oh
ALICE,MT,And Jay's not supposed to go on those anymore because of his heart H TSK so he had to send Ron by himself and Ron was slowly pulling everybody out of the ditch
MARY,MT,Did they all hit each other Or just
ALICE,MT,Kind of A a semi bumped a car and then went and went on two wheels and just about lost it and then TSK got back up on all all its wheels again
MARY,MT,Oh Did it land in the ditch
ALICE,MT,But it Hx Kind of it was able to get out H but all the other cars that were in the direct vicinity all hit the ditch And then there was three cars and the semi H And then this uh this guy pulled up and
MARY,MT,DRINK
ALICE,MT,he was going to uh H Peggy
MARY,MT,SWALLOW
ALICE,MT,YAWN YAWN you remember Peggy White
MARY,MT,TSK Yeah
ALICE,MT,Her husband Gary Bighare
MARY,MT,Mhm
ALICE,MT,Him and her pulled up and they were in the van And they stopped to ask Ron what happened And here another car came and rear-ended em
MARY,MT,TSK H Oh
ALICE,MT,And they ended up having to take um Peggy White by helicopter to Billings
MARY,MT,Man that's pretty bad
ALICE,MT,I know Darn this darn dog keeps breathing X and like X dreaming X you know X I wonder if we should wake her up
MARY,MT,No she'll get scared and want to go outside Kinda nervous you know
ALICE,MT,They say you can really mess up a dog by waking em up when they're dreaming
MARY,MT,Really
ALICE,MT,Mhm It's so cold outside but yet sometimes she insists on staying out there
MARY,MT,I know You know what I was thinking of doing
ALICE,MT,Hunh
MARY,MT,I don't know she's kind of shy but I was wondering
ALICE,MT,SNEEZE
MARY,MT,what it would be like to train her
ALICE,MT,SNIFF
MARY,MT,to pull a sled
ALICE,MT,I don't know if she'd do it
MARY,MT,I don't know if she would either She's kind of timid
ALICE,MT,Mhm She doesn't trust too many people at all
MARY,MT,Yeah
ALICE,MT,SNIFF SWALLOW Oh and you know another thing that Tim had the audacity to bitch about
MARY,MT,What
ALICE,MT,He said um Mandy had to stay up all by herself and decorate the tree until four in the morning And I even asked if we could put our ornaments on there and they told me X that X there wouldn't be enough room
MARY,MT,Really
ALICE,MT,Mhm Tim said that
MARY,MT,TSK H She was probably lonely when she was doing it you know that She probably was X
ALICE,MT,I sat up with her and I was talking to her she was doing all the decorating I mean H what was I gonna do She I mean she was just putting up the balls and everything and H she'd say Q where where do you think this should go Q and so I was sitting there doing my Welfare application And uh you know I was just sitting there watching her telling her H where to put everything and what not
MARY,MT,Did you know Nickie wanted her own tree
ALICE,MT,Yes
MARY,MT,And I forgot to bring it in it's outside
ALICE,MT,What are you gonna do with it
MARY,MT,She wants to set it up for her Barbies I was just gonna use a tin can and put rocks in the bottom
ALICE,MT,Mhm
MARY,MT,And just stick it in there SWALLOW TSK H And you know what I did
ALICE,MT,Hm
MARY,MT,I didn't want to waste a tree's life
ALICE,MT,TSK
MARY,MT,so I just cut a branch off one H God X I fell up there X DRINK
ALICE,MT,Where'd you go to get em
MARY,MT,You know where Sarah and Arvela live
ALICE,MT,Mhm
MARY,MT,Just around the corner Remember that first cattle guard you go over
ALICE,MT,Unhunh
MARY,MT,I didn't even go over that
ALICE,MT,You mean kinda like by the by the tunnel
MARY,MT,Right below the tunnel
ALICE,MT,Oh
MARY,MT,And I just walked up We just walked up around uh that area H God Alice that was fun
ALICE,MT,H Did you get grandma a tree too
MARY,MT,Hunh-unh
ALICE,MT,Does she already have one
MARY,MT,Hm-m TSK That pickup could only hold like three
ALICE,MT,Mm I wonder why Did daddy say to take the pickup back Or what was the deal
MARY,MT,Yeah Yeah
ALICE,MT,Why
MARY,MT,Cause Phoebe needs it
ALICE,MT,What's wrong with the car H
MARY,MT,Oh you didn't hear about it
ALICE,MT,Hunh-unh
MARY,MT,Oh you did about how the engine was on fire
ALICE,MT,Mhm
MARY,MT,See there was oil spilling out leaking out from the valve cover
ALICE,MT,Mhm
MARY,MT,The valve cover gasket apparently cracked or whatever and there was oil coming out H and the oil got hot and you know how it gets hot and smokes
ALICE,MT,Mhm
MARY,MT,Well I guess enough came out because we were losing oil bad going from Billings to Crow um there's a lot of
ALICE,MT,DRINK
MARY,MT,smoke coming out and by the time we got to Hardin we had to put like uh three or four quarts in
ALICE,MT,Unhunh
MARY,MT,It was three H And Hx by the time we got to
ALICE,MT,H
MARY,MT,Crow it was it was one quart low And there was smoke still coming from under the engine I figure w if it was losing that much oil H then X it X caught fire
ALICE,MT,Mhm
MARY,MT,Cause the engine was hot cause there wasn't enough water in the radiator
ALICE,MT,Mhm
MARY,MT,TSK I talked to Oscar about it and he said H well I checked it was only it was only about I'd say a half a quart to a quart short of water But that shouldn't make any difference He goes the only thing I can think of H is that there was an air lock in there
ALICE,MT,THROAT
MARY,MT,And that running the engine out on the open road
ALICE,MT,Mhm
MARY,MT,Caused that air lock to come through flushed it out
ALICE,MT,And bust the gasket
MARY,MT,No it would more or less um the engine wasn't being kept cool enough Cause there wasn't enough fluid in the radiator
ALICE,MT,DRINK Unhunh
MARY,MT,And you know how the radiator's the pipe's close to other parts of the engine
ALICE,MT,Yeah So what
MARY,MT,It was some part in there
ALICE,MT,caused the fire
MARY,MT,The engine being too hot and the oil leaking
ALICE,MT,So he knew that the oil was leaking
MARY,MT,No TSK we knew we were losing oil but we didn't know where I just figured it was from that valve cover gasket Just from lifting up the hood and looking at it
ALICE,MT,H So what's he gonna do
MARY,MT,Well and two of his wires the sparkplug wires
ALICE,MT,Unhunh
MARY,MT,were fried all the way through
ALICE,MT,Unhunh
MARY,MT,So we took those off and we replaced them with some old ones out of the garage
ALICE,MT,I knew that
MARY,MT,And it runs It runs There's enough uh radiator fluid in there
ALICE,MT,Mhm
MARY,MT,so that it will It's it's enough
ALICE,MT,Mhm
MARY,MT,DRINK But I think running it out on the open road will cause it possibly to shoot more oil out
ALICE,MT,Mhm
MARY,MT,That valve cover gasket has to be replaced
ALICE,MT,Hm Hx
MARY,MT,I don't know H Oh I freaked Cookie and Rita and Gary out tonight Remember the Plain Plainfeather uh Claypit where that red clay is
ALICE,MT,Mhm
MARY,MT,Right there I saw my my speedometer just go Brr like that just down H You know and I knew exactly what it was What I have to do is take off the distributor wire and splice it in with the fuel pump wire
ALICE,MT,Mhm
MARY,MT,Because my fuel pump is now electric Never used to be
ALICE,MT,Mhm
MARY,MT,Hand me that ashtray Or your light I mean P Your light P H It's behind the sewing machine H
ALICE,MT,THROAT
MARY,MT,And uh sometimes it gets loose
ALICE,MT,YAWN
MARY,MT,And no more HI fuel HI
ALICE,MT,YAWN Unhunh
MARY,MT,So I stopped the car and they said what are you doing I said Q oh I gotta tighten this wire here Q H So I had Cookie turn on the ignition and turn it off So cause see once you turn that key on then you hear the the fuel pump come on
ALICE,MT,Mhm
MARY,MT,And if the wire's not connected right it doesn't come on
ALICE,MT,Mhm
MARY,MT,So I did that and I lit a match to find out where I was and n after everything was hunky-dory then I shut the hood and got back in and I started up the engine and H both Gary and Rita were sitting on the edges of their seat SWALLOW And I turned around and I looked and I said Q did I scare you kids Q H They wouldn't say anything then Gary goes H Q yeah I was scared Q
ALICE,MT,H
MARY,MT,H
ALIC,MT, Hx Mary X But X I freaked em out I don't know Then daddy said something about the steering column on my car needing MATCH_STRIKE_work
ALICE,MT,Mhm
MARY,MT,Said long as I don't drive it fast it should be alright But oh man I don't know See the thing about it is if I go after Ken I'm not really gonna have any money
ALICE,MT,Mhm
MARY,MT,to um you know HI do things HI SWALLOW I'm not saying I'm gonna TSK pay for everything but I don't want to be broke around him H
ALICE,MT,I know that really sucks
MARY,MT,TSK Cause I wanna at least be able to put gas in the car
ALICE,MT,SWALLOW Mhm
MARY,MT,and go do something
ALICE,MT,H I don't think it's such a good idea for you to go up there in the winter
MARY,MT,TSK Mm I've been thinking about that
ALICE,MT,SWALLOW We should all get some money together and is there any way he could like
MARY,MT,H
ALICE,MT,meet us in Great Falls or something Cause I'd like to go up there and go to the um H Red Lobster
MARY,MT,TSK H Really
ALICE,MT,Yeah Cause I've been just craving seafood
MARY,MT,That's the half-way point he could do it
ALICE,MT,Yeah
MARY,MT,I bet he could do it When though
ALICE,MT,I don't know
MARY,MT,He goes back to school like the second
ALICE,MT,VOX Oh shoot VOX Well isn't there any way like we that we could just meet him up there and H YWN maybe YWN Hx
MARY,MT,What bring him down
ALICE,MT,Bring him down or I don't wanna take your car
MARY,MT,DRINK Hx
ALICE,MT,I was gonna ask you and mom too if you could um take care of Trace for a couple days next week
MARY,MT,TSK Oh What you got in mind
ALICE,MT,I need to get caught up on my work
MARY,MT,DRINK Wednesday I have an appointment at nine thirty
ALICE,MT,Mom's off isn't she
MARY,MT,Oh that's right That's right
ALIC,MT, Yeah I think that'd I think that'd um TSK work out like if she had to go shopping or something maybe you could go with her and help her with him And Nicky helps her with him a lot anyway.\  MARY . . And then of course he adores me
ALICE,MT,Hx Mhm
MARY,MT,H I remember I was pregnant with Nicky SWALLOW And uh Boots's little boy he really liked me
ALICE,MT,Mhm
MARY,MT,when I was pregnant with her
ALICE,MT,Mhm
MARY,MT,You know how it is when we're pregnant we get real sleepy
ALICE,MT,Mhm
MARY,MT,TSK H I'd fall asleep on the couch and he'd lay by me
ALICE,MT,Mhm
MARY,MT,And he'd fall asleep with me And I remember he would I woke up and here he was gone his mother carried him in the other room
ALICE,MT,Mhm
MARY,MT,and God that kind of pissed me off
ALICE,MT,H Was Would um Was Nicky mad when Trace was a boy
MARY,MT,Kind of H She thinks I should have twins Twin girls
ALICE,MT,COUGH COUGH
MARY,MT,But I don't think she'll realize the uh sibling rivalry
ALICE,MT,Hx
MARY,MT,But I don't know she's six years old now And they say that if there's six years between children there's not that much rivalry
ALICE,MT,After four there's almost none
MARY,MT,Really
ALICE,MT,Mhm
MARY,MT,Cause they're
ALICE,MT,Four is ideal
MARY,MT,they're kind of in different worlds
ALICE,MT,Yeah Because see Trace will be the next time I have a baby Trace will probably be about three four
MARY,MT,Hm
ALICE,MT,That's when I'm gonna get this shit taken out
MARY,MT,TSK H
ALICE,MT,H Tammy Kashen has one of these too
MARY,MT,What is it
ALICE,MT,Norplant
MARY,MT,Oh really
ALICE,MT,Deon told me Cause I asked him what his intentions were with her Cause I told him I thought he was too young to be so involved
MARY,MT,H Gwen was telling me that Did she talk to you lately
ALICE,MT,Hm-m
MARY,MT,They had a cyst on her ovary And they had to go in and take it out
ALICE,MT,Mhm
MARY,MT,Take out that cyst
ALICE,MT,Mhm
MARY,MT,H SWALLOW And it's really screwed up her uh
ALICE,MT,menstrual p cycle
MARY,MT,her cycle her her hormones
ALICE,MT,Unhunh
MARY,MT,H And they said that she might have to get pregnant again just to straighten it out
ALICE,MT,WH WH
MARY,MT,H So and then she goes Q so tell tell Deon Q And she really laughed
ALICE,MT,H Hx
MARY,MT,TSK I don't know if Tammy would be too happy with that though SWALLOW Seems to me that she's trying to straighten herself out and pursue a family
ALICE,MT,Tammy
MARY,MT,TSK What do you think
ALICE,MT,I don't know Hx
MARY,MT,TSK Or do you think it might be a matter of convenience
ALICE,MT,I think it's a convenience for both of em
MARY,MT,Yeah Yeah
ALICE,MT,It's also a convenience for Cookie
